239,Sapindaceae,Acer catalpifolium,0.450,South-East Asia,136
240,Sapindaceae,Acer cultratum,0.550,South-East Asia,136
357,Rubiaceae,Adina microcephala,0.750,South-East Asia,136
400,Sapindaceae,Aesculus turbinata,0.450,South-East Asia,136
453,Araucariaceae,Agathis australis,0.450,South-East Asia,136
850,Lauraceae,Alseodaphne semicarpifolia,0.650,South-East Asia,136
857,Apocynaceae,Alstonia actinophylla,0.240,South-East Asia,181
1158,Combretaceae,Anogeissus leiocarpa,0.800,South-East Asia,136
1360,Araucariaceae,Araucaria bidwillii,0.430,South-East Asia,60
1372,Ericaceae,Arbutus unedo,0.650,South-East Asia,136
1441,Moraceae,Artocarpus hirsutus,0.420,South-East Asia,181
1527,Apocynaceae,Aspidosperma peroba,0.650,South-East Asia,136
1568,Anacardiaceae,Astronium fraxinifolium,0.850,South-East Asia,136
1615,Burseraceae,Aucoumea klaineana,0.380,South-East Asia,60
1648,Sapotaceae,Autranella congolensis,0.550,South-East Asia,181
1686,Meliaceae,Azadirachta indica,0.620,South-East Asia,60
1722,Moraceae,Bagassa guianensis,0.730,South-East Asia,60
1725,Fabaceae,Baikiaea plurijuga,0.760,South-East Asia,60
1743,Zygophyllaceae,Balanites aegyptiacus,0.650,South-East Asia,136
1754,Rutaceae,Balfourodendron riedelianum,0.560,South-East Asia,181
2034,Malvaceae,Bombacopsis quinata,0.380,South-East Asia,181
2036,Malvaceae,Bombax brevicuspe,0.280,South-East Asia,181
2037,Malvaceae,Bombax brevicuspe,0.380,South-East Asia,60
2065,Arecaceae,Borassus flabellifer,0.870,South-East Asia,60
2110,Asteraceae,Brachylaena hutchinsii,0.680,South-East Asia,181
2111,Asteraceae,Brachylaena hutchinsii,0.550,South-East Asia,60
2177,Fabaceae,Brachystegia zenkeri,0.380,South-East Asia,181
2247,Moraceae,Brosimum caloxylon,0.700,South-East Asia,136
2268,Moraceae,Brosimum paraense,0.750,South-East Asia,136
2379,Combretaceae,Bucida buceras,0.680,South-East Asia,181
2402,Fabaceae,Burkea africana,0.510,South-East Asia,181
2426,Fabaceae,Butea monosperma,0.410,South-East Asia,60
2502,Cunoniaceae,Caldcluvia paniculata,0.500,South-East Asia,136
2503,Cunoniaceae,Caldcluvia paniculata,0.550,South-East Asia,136
2510,Fabaceae,Calliandra calothyrsus,0.580,South-East Asia,60
2511,Fabaceae,Calliandra guildingii,0.850,South-East Asia,136
2547,Achariaceae,Caloncoba brevipes,0.650,South-East Asia,136
2592,Clusiaceae,Calophyllum leucocarpum,0.600,South-East Asia,136
2673,Anacardiaceae,Campnosperma brevipetiolata,0.270,South-East Asia,60
2728,Burseraceae,Canarium euphyllum,0.350,South-East Asia,136
2739,Burseraceae,Canarium luzonicum,0.310,South-East Asia,181
2787,Burseraceae,Canarium schweinfurtii,0.290,South-East Asia,181
2810,Rubiaceae,Canthium rubrocostatum,0.650,South-East Asia,136
2856,Meliaceae,Carapa grandiflora,0.550,South-East Asia,136
2877,Meliaceae,Carapa slateri,0.550,South-East Asia,136
2884,Lecythidaceae,Careya arborea,0.670,South-East Asia,60
2899,Lecythidaceae,Cariniana integrifolia,0.340,South-East Asia,181
2952,Caryocaraceae,Caryocar glabrum,0.520,South-East Asia,181
2992,Salicaceae,Casearia engleri,0.500,South-East Asia,136
3029,Fabaceae,Cassia fistula,0.710,South-East Asia,60
3049,Celastraceae,Cassine buchananii,0.700,South-East Asia,136
3050,Celastraceae,Cassine crocea,0.650,South-East Asia,136
3063,Rhizophoraceae,Cassipourea verticillata,0.500,South-East Asia,136
3174,Casuarinaceae,Casuarina torulosa,0.800,South-East Asia,136
3314,Malvaceae,Ceiba pentandra,0.280,South-East Asia,60
3337,Cannabaceae,Celtis adolfi-friderici,0.470,South-East Asia,181
3342,Cannabaceae,Celtis australis,0.550,South-East Asia,136
3344,Cannabaceae,Celtis durandii,0.450,South-East Asia,136
3409,Fabaceae,Centrolobium patinense,0.650,South-East Asia,136
3442,Fabaceae,Cercis canadensis,0.650,South-East Asia,136
3452,Santalaceae,Cervantesia colombiana,0.600,South-East Asia,136
3474,Cupressaceae,Chamaecyparis lawsoniana,0.410,South-East Asia,60
3478,Cupressaceae,Chamaecyparis thyoides,0.450,South-East Asia,61
3485,Bignoniaceae,Chilopsis linearis,0.600,South-East Asia,136
3711,Meliaceae,Cipadessa fruticosa,0.650,South-East Asia,136
3731,Rutaceae,Citrus medica,0.700,South-East Asia,136
3791,Clethraceae,Clethra lanata,0.550,South-East Asia,136
3899,Combretaceae,Combretum binderianum,0.800,South-East Asia,136
3959,Fabaceae,Copaifera multijuga,0.300,South-East Asia,181
4185,Apocynaceae,Couma macrocarpa,0.370,South-East Asia,181
4240,Rosaceae,Crataegus oxyacantha,0.700,South-East Asia,136
4304,Euphorbiaceae,Croton megalocarpus,0.420,South-East Asia,181
4341,Fabaceae,Crudia obliqua,0.750,South-East Asia,136
4366,Lauraceae,Cryptocarya chinensis,0.500,South-East Asia,136
4450,Cupressaceae,Cryptomeria japonica,0.310,South-East Asia,60
